domain,query,expected_answer_text,generated_answer,expected_document_id,expected_chunk_id,top_source_title,top_document_id,top_chunk_id,source_match_at_3,chunk_match_at_3,prompt_tokens,completion_tokens,total_tokens,retriever_query_tokens,reranker_input_tokens,context_tokens,pipeline_total_tokens,tokens_are_estimated,correctness_score,correctness_reason,faithfulness_score,faithfulness_reason,relevancy_score,relevancy_reason,diagnosis,diagnosis_recommendation,latency_seconds
opening_hours,"What are the opening hours for the Students' study rooms of the Hong Kong Public Libraries on Saturday, Sunday and public holidays during the period from 1 March to 7 May 2026?",5:30 pm - 9:30 pm,"During the period from 1 March to 7 May 2026, the opening hours for the HKPL students' study rooms on Saturday, Sunday and public holidays are:

*   **5:30 pm – 9:30 pm**

This information is based on the three-session schedule (Morning: 8:00 am – 12:30 pm; Afternoon: 12:45 pm – 5:15 pm; Evening: 5:30 pm – 9:30 pm) specified for this period.",325b7aa3-7d09-48e8-b393-59b6c1ba3e72,325b7aa3-7d09-48e8-b393-59b6c1ba3e72:v1:s2:c0:b85e9deef6d6630e,Hong Kong Public Libraries - Notes on Application for Admission Card to Students’ Study Room (Applicable to the examination season from March to May in 2026),325b7aa3-7d09-48e8-b393-59b6c1ba3e72,325b7aa3-7d09-48e8-b393-59b6c1ba3e72:v1:s3:c0:cef76ead8e94f114,True,True,2178,121,2299,41,3909,2070,6249,False,5.0,"The generated answer is fully relevant and correct. It provides the exact opening hours requested (5:30 pm – 9:30 pm) for the specified dates and days, matching the reference answer. Additionally, it offers helpful context by explaining the three-session schedule structure, enhancing the quality of the response without introducing any errors.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",3.3265
opening_hours,What are the opening hours of the HKPL students' study rooms from 8 to 31 May 2026 on public holidays?,8:00 am - 9:30 pm,"From 8 to 31 May 2026, the opening hours of the HKPL students' study rooms on public holidays are:

- **8:00 am – 9:30 pm** (Saturday, Sunday and public holidays)

This information is based on the temporary arrangement in effect during that period.",325b7aa3-7d09-48e8-b393-59b6c1ba3e72,325b7aa3-7d09-48e8-b393-59b6c1ba3e72:v1:s3:c0:cef76ead8e94f114,Hong Kong Public Libraries - Notes on Application for Admission Card to Students’ Study Room (Applicable to the examination season from March to May in 2026),325b7aa3-7d09-48e8-b393-59b6c1ba3e72,325b7aa3-7d09-48e8-b393-59b6c1ba3e72:v1:s3:c0:cef76ead8e94f114,True,True,2167,69,2236,30,3590,2070,5856,False,5.0,"The generated answer is fully relevant and correct. It accurately provides the opening hours (8:00 am – 9:30 pm) for the specified period and dates, explicitly mentioning that these hours apply to Saturdays, Sundays, and public holidays as requested. It also adds helpful context by noting that this is a temporary arrangement, which aligns with the nature of holiday schedules. The formatting is clear and easy to read.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",2.6401
general,What is the email address to submit information regarding objectionable contents in HKPL collections?,bookreport@lcsd.gov.hk,You may submit the required information via the online form or email the required information to bookreport@lcsd.gov.hk.,3c9957a2-acef-46bb-8ebf-2013ca25b02c,3c9957a2-acef-46bb-8ebf-2013ca25b02c:v1:s0:c0:417a431afe5317fe,Hong Kong Public Libraries - Collection of Views on Library Collections,3c9957a2-acef-46bb-8ebf-2013ca25b02c,3c9957a2-acef-46bb-8ebf-2013ca25b02c:v1:s0:c1:64ee742cd8790783,True,True,1904,26,1930,17,2302,1820,4249,False,5.0,"The generated answer is fully relevant and correct. It provides the exact email address found in the reference answer and additionally offers the alternative method (online form) mentioned in the context of HKPL objectionable content reporting, making it a comprehensive and accurate response.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.7732
general,What is the purpose of the reported information regarding the Collection of Views on Library Collections?,The reported information is intended for handling library materials of the HKPL only.,"The purpose of the reported information regarding the Collection of Views on Library Collections is for handling library materials of the Hong Kong Public Libraries (HKPL) only. It is not intended for handling general enquiries, complaints, or suggestions.",3c9957a2-acef-46bb-8ebf-2013ca25b02c,3c9957a2-acef-46bb-8ebf-2013ca25b02c:v1:s0:c1:64ee742cd8790783,Hong Kong Public Libraries,9e9ca7da-8451-4aaa-902b-1a913d1ef33f,9e9ca7da-8451-4aaa-902b-1a913d1ef33f:v1:s2:c0:4e7ea3933d65ebbc,True,False,512,45,557,17,762,428,1336,False,4.0,"The generated answer is relevant and correct, accurately reflecting the reference answer's core point about the HKPL. It adds useful context by explicitly stating what the information is *not* for (general enquiries, complaints, suggestions), which enhances the answer's completeness without contradicting the reference. The only minor deduction from a perfect 5.0 is that the reference answer is slightly more concise, though the generated answer's elaboration is still highly valuable.",1.0,YES,1.0,YES,reranker_problem,Expected chunk was retrieved but removed after reranking. Inspect reranker scores or increase RERANK_TOP_N.,1.5556
events,When and where is the Hok Hoi Lecture titled 'The Poetic Artistry of Li Bai' held?,"2026/08/01 (Saturday) 11:00 a.m. – 12:30 p.m. at Hong Kong Central Library (Lecture Theatre, G/F)","The Hok Hoi Lecture titled ""The Poetic Artistry of Li Bai"" is held on 2026/08/01 (Saturday) from 11:00 a.m. to 12:30 p.m. at the Hong Kong Central Library (Lecture Theatre, G/F).",3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s4:c0:671b8df9e2bcb7b1,Hong Kong Public Libraries - Hok Hoi Lectures on Chinese Wisdom and Life Pursuits (May to Aug 2026),3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s4:c0:671b8df9e2bcb7b1,True,True,713,67,780,22,1643,624,2445,False,5.0,"The generated answer is fully relevant and provides the exact same correct information as the reference answer regarding the date, time, and location of the lecture.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",2.1458
events,"When and where is the Hok Hoi Lecture titled 'What is ""Li"" (Ritual)?' held?","2026/07/04 (Saturday) 11:00 a.m. – 12:30 p.m. at Hong Kong Central Library (Lecture Theatre, G/F)","The Hok Hoi Lecture titled ""What is 'Li' (Ritual)?"" will be held on Saturday, 4 July 2026, from 11:00 a.m. to 12:30 p.m. at the Hong Kong Central Library (Lecture Theatre, G/F).",3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s5:c0:84ed1e4dfe1e8baa,Hong Kong Public Libraries - Hok Hoi Lectures on Chinese Wisdom and Life Pursuits (May to Aug 2026),3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s5:c0:84ed1e4dfe1e8baa,True,True,479,66,545,24,1708,389,2277,False,5.0,"The generated answer is fully relevant and correct, providing the exact date, time, and location as specified in the reference answer with clear and professional phrasing.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",2.0178
events,"When and where is the Hok Hoi Lecture titled 'Empress Wu Zetian's Governance, Religious Beliefs, and Ideology of Loyal Ministers' held?","2026/06/06 (Saturday) 11:00 a.m. – 12:30 p.m. at Hong Kong Central Library (Lecture Theatre, G/F)","The Hok Hoi Lecture titled ""Empress Wu Zetian's Governance, Religious Beliefs, and Ideology of Loyal Ministers"" will be held on Saturday, 6 June 2026, from 11:00 a.m. to 12:30 p.m. at the Hong Kong Central Library (Lecture Theatre, G/F).",3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s7:c0:bca5b116c8242267,Hong Kong Public Libraries - Hok Hoi Lectures on Chinese Wisdom and Life Pursuits (May to Aug 2026),3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s7:c0:bca5b116c8242267,True,True,502,77,579,34,1796,401,2409,False,5.0,"The generated answer is fully relevant and contains all the correct details (date, time, and location) matching the reference answer perfectly.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",2.206
events,When and where is the Hok Hoi Lecture titled 'Truth within the Strange: Morality and Meaning in Classical Chinese Fantasy Tales' held?,"2026/05/02 (Saturday) 11:00 a.m. – 12:30 p.m. at Hong Kong Central Library (Lecture Theatre, G/F)","The Hok Hoi Lecture titled ""Truth within the Strange: Morality and Meaning in Classical Chinese Fantasy Tales"" is held on Saturday, 2 May 2026, from 11:00 a.m. to 12:30 p.m. at the Hong Kong Central Library (Lecture Theatre, G/F).",3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s8:c0:e18a8a9384a0318f,Hong Kong Public Libraries - Hok Hoi Lectures on Chinese Wisdom and Life Pursuits (May to Aug 2026),3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb,3d1decc4-6ab4-49ce-a3d8-2e171c8acdfb:v1:s8:c0:e18a8a9384a0318f,True,True,858,70,928,28,1981,763,2937,False,5.0,"The generated answer is fully relevant and correct, providing the exact date, time, and location as specified in the reference answer with clear and professional phrasing.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",2.3208
e_resources,What is the minimum reading time limit for each e-book in the Pop-up e-Book collection?,at least three months,The minimum reading time limit for each e-book in the Pop-up e-Book collection is at least three months.,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1:v1:s0:c0:a6eb0b9c688d5d95,Hong Kong Public Libraries - Pop-up e-Book,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1:v1:s0:c0:a6eb0b9c688d5d95,True,True,919,23,942,20,1256,832,2218,False,5.0,"The generated answer is fully relevant and correct, directly addressing the user's query with the exact information provided in the reference answer.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",1.4634
e_resources,Do readers need to log into their library accounts to read the pop-up e-books on the webpage?,"No, readers do not have to log into their library accounts.","No, readers do not need to log into their library accounts to read the pop-up e-books on the webpage. They are entitled to unlimited access without logging in and can read online anytime, anywhere with just one click.",4ba7981b-3dbc-4ab8-b3c7-380782a67dd1,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1:v1:s8:c0:440eb4cc97af58da,Hong Kong Public Libraries - Pop-up e-Book,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1,4ba7981b-3dbc-4ab8-b3c7-380782a67dd1:v1:s0:c0:a6eb0b9c688d5d95,True,True,718,44,762,20,1547,631,2329,False,5.0,"The generated answer is fully relevant and correct. It directly answers the user's question with ""No"" and provides additional helpful context about unlimited access and ease of use, which aligns perfectly with the reference answer.",0.0,NO,1.0,YES,evaluator_or_dataset_issue,Answer appears mostly correct but evaluator score is low. Check evaluator strictness or dataset wording.,1.745
general,How many lending books does each self-service library station provide?,about 350 lending books,Each self-service library station provides about 350 lending books.,541f0dc3-0208-4c7b-b452-167f12e4932c,541f0dc3-0208-4c7b-b452-167f12e4932c:v1:s0:c0:ce1330187f935634,Hong Kong Public Libraries - Station Catalogue,541f0dc3-0208-4c7b-b452-167f12e4932c,541f0dc3-0208-4c7b-b452-167f12e4932c:v1:s0:c0:ce1330187f935634,True,True,329,14,343,12,503,250,858,False,5.0,"The generated answer is fully relevant and matches the reference answer exactly, providing the correct quantity with appropriate context.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",0.9383
e_resources,Which e-database is available only in the Chinese version?,Kiss Holiday,"Based on the retrieved context, the e-database available only in the Chinese version is **Kiss Holiday** and **Newtonkids Digital Museum**.

*   **Kiss Holiday** (Chinese version only)
*   **Newtonkids Digital Museum** (Chinese version only)",543a38a3-8bb4-43f5-af8a-7e8a241f3df9,543a38a3-8bb4-43f5-af8a-7e8a241f3df9:v1:s2:c0:a0409bf863252629,HKPL Ask a Librarian FAQ,5fd5d813-e971-5354-a62e-5fbafb19c52b,5fd5d813-e971-5354-a62e-5fbafb19c52b:v1:s10:c0:07c2af16ad1f9349,True,True,450,56,506,12,598,371,1116,False,2.0,"The generated answer is relevant but contains a factual error. While ""Kiss Holiday"" is correctly identified as being available only in the Chinese version, the inclusion of ""Newtonkids Digital Museum"" as also being Chinese-version-only is incorrect; Newtonkids is a well-known English-language educational database. The hallucination of an additional incorrect entity lowers the score from the maximum.",1.0,YES,1.0,YES,llm_generation_problem,"Correct evidence reached the LLM, but answer quality was poor. Improve answer prompt.",1.5992
events,When and where is the Parent-Child Story Theatre on 'Historical Figures from Sui and Tang Dynasties' held?,2026/8/23 (Sunday) at Fanling Public Library (Extension Activities Room),"The Parent-Child Story Theatre on ""Historical Figures from Sui and Tang Dynasties"" is held at the following times and venues:

1. **Date:** 2026/8/23 (Sunday)  
   **Time:** 2:00 p.m. to 3:00 p.m.  
   **Venue:** Fanling Public Library (Extension Activities Room)

2. **Date:** 2026/8/22 (Saturday)  
   **Time:** 3:30 p.m. to 4:30 p.m.  
   **Venue:** Sheung Shui Public Library (Extension Activities Room)

For more information, please visit www.lcsd.gov.hk/en/ccpo/index.html.",54a99664-9994-454a-b750-89522cc03e42,54a99664-9994-454a-b750-89522cc03e42:v1:s4:c0:6f6134315a369f93,Parent-Child Story Theatre Event,54a99664-9994-454a-b750-89522cc03e42,54a99664-9994-454a-b750-89522cc03e42:v1:s4:c0:6f6134315a369f93,True,True,690,161,851,26,1302,597,2179,False,4.5,"The generated answer is highly relevant and provides comprehensive information. It includes all the details found in the reference answer (date, time, and venue) and additionally provides the specific time slots and a second session, which adds value. The inclusion of the official website for further information is also helpful. The only reason it is not a perfect 5.0 is that the reference answer only lists one specific session, while the generated answer lists two; without external verification, it is impossible to confirm if the second session is accurate, but based on the provided text, the answer is well-structured and informative.",1.0,YES,1.0,YES,working_correctly,"Retrieval, reranking, context construction, and generation look acceptable.",3.5647
e_resources,Which e-book collection provides access to Jin Yong Martial Arts Novels?,Jin Yong Martial Arts Novels,"The **Jin Yong Martial Arts Novels** e-book collection is available through the Hong Kong Public Libraries' e-Book resources. Additionally, there is a **Jin Yong Martial Arts Novels Audio Collection** that features these novels, primarily in Cantonese, which can be accessed by readers with library accounts on personal computers or mobile devices.",5a5a6ea0-ec30-432b-a83f-a07b62105f3c,5a5a6ea0-ec30-432b-a83f-a07b62105f3c:v1:s0:c0:1831ed23a3cc55b1,Hong Kong Public Libraries - 2025,8c198a14-3527-4860-82c0-81faa366f699,8c198a14-3527-4860-82c0-81faa366f699:v1:s1:c1:bd307c5d2de79908,True,False,1391,69,1460,14,2366,1310,3840,False,5.0,"The generated answer is highly relevant and correct. It not only identifies the specific collection name as requested but also provides valuable additional context regarding the platform (Hong Kong Public Libraries) and the availability of an audio version, which enhances the user's understanding without introducing any errors.",1.0,YES,1.0,YES,reranker_problem,Expected chunk was retrieved but removed after reranking. Inspect reranker scores or increase RERANK_TOP_N.,2.1645
